radiant_win,avg_rank_tier,radiant_teammate_0,radiant_teammate_1,radiant_teammate_2,radiant_teammate_3,radiant_teammate_4,dire_teammate_0,dire_teammate_1,dire_teammate_2,dire_teammate_3,dire_teammate_4
True,21,39,27,37,10,93,31,14,104,21,75
False,18,102,120,89,138,123,20,65,70,25,104
True,22,77,62,21,35,131,76,94,123,20,49
False,24,65,35,22,73,70,27,30,44,112,71
True,11,108,53,22,30,25,5,123,11,85,1
True,19,131,60,71,21,49,36,26,14,9,41
True,18,42,86,92,48,27,2,7,131,8,26
True,18,30,26,62,1,25,17,11,75,36,129
False,19,62,48,50,16,17,39,96,26,131,53
False,13,53,19,104,6,83,37,74,131,44,36
True,31,64,99,129,73,102,29,30,25,86,70
False,11,85,36,6,20,121,111,81,71,35,131
True,13,131,6,96,27,17,119,74,104,97,105
False,21,112,88,13,93,73,26,25,131,3,123
True,14,14,62,48,11,78,26,44,66,84,35
True,12,5,29,44,12,64,14,96,67,121,93
False,34,136,27,39,131,49,21,94,5,17,86
True,36,98,50,131,102,114,86,9,66,96,14
False,12,31,8,7,47,74,53,51,2,84,35
True,36,70,18,25,57,2,15,136,97,131,41
True,18,84,131,48,72,14,26,8,39,96,21
True,31,35,75,97,17,30,41,129,71,25,5
False,19,131,114,135,70,26,20,22,58,94,37
True,23,86,13,131,81,9,49,64,102,95,14
False,28,86,1,51,110,11,68,20,8,39,9
True,12,131,68,35,44,2,30,86,49,94,75
False,16,131,113,96,22,74,30,35,136,14,108
True,12,135,27,71,113,81,60,20,44,53,86
True,18,126,103,44,69,35,128,87,84,95,2
True,6,71,15,80,14,102,2,35,95,131,25
False,29,114,121,17,108,102,56,38,93,95,85
True,4,1,27,67,86,74,29,114,46,14,96
False,21,88,137,64,136,91,2,14,131,59,56
True,35,110,10,131,49,84,57,14,104,39,70
True,36,14,35,39,4,19,55,22,49,86,25
True,28,25,91,61,57,21,58,22,70,131,28
False,22,55,64,104,48,13,70,111,53,108,35
False,26,13,30,96,101,15,53,105,97,91,48
True,35,51,11,16,21,138,45,104,50,54,74
True,36,34,14,10,80,99,93,86,131,74,29
True,23,39,40,7,45,35,1,26,2,131,36
True,26,44,57,39,84,28,73,5,86,47,60
True,25,64,131,11,47,104,59,84,8,49,39
True,11,47,44,50,131,113,1,20,2,83,94
False,14,53,131,119,42,85,11,2,136,35,112
False,14,57,73,87,47,8,39,46,123,44,96
False,32,11,25,1,75,5,129,70,30,59,52
False,21,19,114,110,26,106,70,14,30,74,25
True,36,131,96,114,17,75,61,84,55,105,35
True,13,138,2,111,31,109,58,52,18,123,8
True,29,67,57,131,126,43,32,8,14,30,129
True,18,87,11,131,8,2,10,13,75,31,78
True,26,86,41,131,29,17,30,14,8,75,42
False,34,21,25,114,83,41,131,6,14,98,71
False,25,26,62,96,126,21,70,131,52,39,123
True,19,131,104,94,85,135,14,54,26,25,123
True,6,7,126,102,44,33,26,6,47,14,17
False,17,74,84,41,44,45,11,42,123,131,49
True,19,131,44,16,15,84,93,63,58,35,14
True,18,35,106,5,101,36,15,10,13,123,86
False,36,73,71,13,5,131,9,21,16,102,110
True,11,63,98,114,2,86,113,123,131,44,60
True,32,7,92,14,70,110,2,94,20,11,131
False,36,39,53,131,16,9,120,56,86,64,98
True,32,76,67,14,20,55,102,25,34,98,18
False,12,129,94,37,40,87,131,20,48,60,114
True,31,41,131,123,47,82,102,64,49,74,101
True,11,19,25,64,99,56,95,50,86,39,103
True,9,48,71,85,57,2,96,16,106,32,21
True,23,13,1,86,88,53,2,42,14,73,9
True,19,76,83,44,40,55,53,19,10,104,87
True,14,48,83,129,30,25,58,123,89,104,113
True,16,119,21,14,42,131,9,121,19,44,29
True,36,14,135,107,114,34,50,25,74,131,2
False,23,48,1,61,129,26,11,6,30,131,7
True,13,47,42,28,14,57,46,33,2,101,12
True,7,123,59,61,111,114,63,3,14,75,62
False,36,10,98,86,71,21,114,131,29,25,18
True,16,53,27,96,44,86,77,119,78,5,13
True,6,1,75,59,23,16,131,97,87,21,29
False,19,9,35,29,49,27,90,42,126,68,34
True,12,123,18,3,39,84,56,93,27,35,1
True,36,14,7,21,131,57,26,88,44,16,75
True,29,62,1,34,131,104,31,21,70,2,102
True,9,64,90,36,35,41,67,16,20,106,7
False,16,84,111,60,114,123,19,71,7,57,9
False,20,39,62,70,5,7,83,26,11,8,104
False,19,81,121,74,21,105,98,64,114,56,30
True,13,43,83,45,42,50,14,11,44,129,94
True,33,35,103,86,25,102,131,85,109,104,113
False,21,2,5,131,135,48,121,54,102,39,28
False,19,50,131,108,48,44,88,2,93,35,64
True,21,39,120,81,26,71,106,14,129,70,35
False,19,1,60,56,35,26,47,14,70,49,22
True,32,16,83,37,131,25,40,114,100,56,74
False,6,46,29,114,6,79,95,2,14,48,71
True,21,20,128,59,136,91,57,2,93,21,123
False,12,44,85,46,131,102,2,9,4,81,40
False,19,25,123,41,2,74,95,21,57,38,131
True,36,44,50,131,80,14,53,70,97,119,13
False,20,129,131,8,34,14,102,136,56,91,137
True,31,47,35,83,106,52,129,39,57,48,102
False,16,76,108,84,64,11,25,30,102,8,71
True,8,85,112,77,84,75,131,76,26,44,28
True,23,44,104,121,25,119,71,95,93,110,85
True,36,98,10,106,123,128,83,9,80,52,67
False,30,80,33,85,1,20,61,98,14,56,62
False,17,104,44,35,13,86,11,136,25,123,99
True,14,80,95,131,42,44,20,62,67,49,96
True,36,131,70,58,52,72,104,86,94,14,3
True,8,49,88,108,25,52,84,44,48,128,53
False,11,2,11,136,91,123,121,14,114,98,81
True,4,73,80,84,123,92,42,28,74,44,5
True,36,111,25,99,86,59,2,17,34,10,101
True,25,92,106,104,131,93,70,14,69,50,7
False,17,39,93,18,56,86,28,94,51,106,27
False,22,64,8,14,40,39,131,10,85,86,36
True,33,92,76,86,58,1,22,41,131,26,129
False,36,10,71,106,120,35,128,131,25,129,100
True,16,108,26,131,39,73,40,41,42,47,62
False,36,84,120,25,69,85,131,108,14,44,74
True,36,10,136,99,104,14,44,71,112,86,11
True,11,14,44,7,123,25,1,29,113,84,131
True,22,131,8,69,64,14,123,40,98,67,25
True,36,1,105,16,131,106,53,82,14,13,45
False,12,91,136,11,9,29,14,1,105,39,71
False,21,131,1,94,135,31,86,121,93,119,104
True,9,26,16,42,72,44,2,114,17,7,21
False,5,26,30,28,72,21,42,114,101,27,11
False,36,129,126,26,86,41,114,102,20,106,53
True,12,119,58,81,8,22,106,67,39,87,51
False,11,50,129,36,9,93,94,57,23,16,21
False,17,42,93,50,2,123,22,54,71,40,60
True,8,6,85,68,77,100,22,75,86,128,94
False,33,44,29,64,35,74,86,102,95,39,36
False,33,28,39,89,102,42,36,4,131,14,26
True,26,75,105,106,42,96,16,54,19,63,99
True,21,19,41,34,87,25,1,126,131,104,26
True,3,75,131,8,11,14,74,3,44,96,47
False,23,31,106,87,98,6,131,126,37,42,97
True,15,74,47,86,63,28,25,9,45,49,5
True,16,50,104,1,35,131,54,58,99,53,114
False,10,72,121,49,7,89,8,123,85,27,14
True,36,131,25,2,49,21,44,105,97,26,61
False,22,20,123,80,102,9,30,93,69,71,45
True,36,84,109,61,86,79,69,35,13,114,131
False,16,2,121,126,85,67,26,101,7,94,86
False,8,6,70,79,14,44,82,4,96,114,86
False,28,137,5,8,88,131,93,26,2,106,123
True,13,17,8,26,71,84,29,30,39,136,12
True,6,131,71,14,77,41,1,21,49,105,2
False,3,73,63,6,26,99,27,35,2,44,57
True,10,106,70,131,42,90,74,11,113,19,81
False,8,135,35,1,5,131,61,64,20,42,8
True,31,52,131,39,21,17,25,57,76,14,19
False,19,44,31,71,26,88,52,39,9,2,20
True,6,20,43,5,36,18,25,101,21,70,74
False,22,110,32,44,14,56,36,1,84,3,113
True,35,131,23,129,25,64,48,91,2,74,30
False,33,100,70,102,13,16,14,91,138,98,86
True,36,88,73,16,53,40,106,131,42,96,123
True,12,131,92,44,74,30,136,2,91,119,23
True,3,27,6,74,80,14,111,54,25,1,131
True,36,93,61,57,86,19,89,34,104,35,129
False,11,7,18,54,75,13,48,84,19,111,6
True,19,131,94,61,69,86,25,35,85,99,58
False,17,53,26,92,14,35,30,28,34,99,105
False,21,8,71,75,26,52,80,35,86,16,101
True,10,35,104,25,84,62,76,64,36,67,16
False,26,113,95,28,34,86,11,25,14,2,74
True,21,131,47,8,114,30,67,121,87,11,10
False,19,5,53,63,30,1,43,50,8,59,42
False,20,96,20,84,44,74,63,2,99,113,131
False,6,82,50,12,14,129,61,47,35,131,29
True,15,42,86,98,56,114,14,99,47,63,32
False,36,13,136,2,64,11,56,120,83,86,52
True,21,21,10,85,20,60,11,123,63,129,113
True,6,93,14,25,18,33,104,8,119,126,64
False,29,39,104,107,79,1,42,26,34,73,129
False,9,70,35,86,137,88,30,80,46,7,82
False,14,35,8,52,62,96,137,48,40,106,31
True,26,131,111,48,74,129,1,19,40,69,88
True,16,67,126,110,86,94,12,36,97,26,31
False,13,41,104,71,30,92,131,81,32,27,106
False,16,45,104,7,75,1,57,44,123,35,27
False,27,11,60,112,21,123,20,135,35,81,64
True,36,104,47,74,106,5,11,71,131,102,9
True,13,30,21,40,93,69,104,56,44,111,75
True,18,47,35,123,42,73,44,131,21,28,86
True,18,18,22,11,53,85,48,15,68,71,73
True,18,111,41,102,77,69,113,14,92,11,123
False,26,35,63,123,9,16,131,19,104,40,61
True,8,84,86,102,37,114,47,26,69,36,68
False,34,18,17,16,114,20,35,46,87,7,47
True,8,16,67,123,85,108,13,53,84,2,93
False,18,70,131,75,50,55,21,96,64,46,37
False,3,6,11,7,20,63,61,75,47,81,5
True,19,68,102,67,64,7,39,5,96,14,9
True,13,91,50,48,17,99,104,20,81,53,71
True,9,73,40,19,15,131,4,22,25,20,88
False,15,92,87,131,81,44,8,25,101,29,5
True,26,74,97,138,85,121,71,99,114,7,131
True,14,6,62,74,31,33,98,26,25,44,71
False,16,22,11,42,3,10,93,83,53,7,21
False,31,70,104,11,63,131,7,101,2,31,48
True,6,16,33,119,1,82,49,87,27,44,114
True,15,93,30,96,71,39,131,1,64,90,14
True,27,56,102,84,54,30,105,22,16,44,71
False,36,25,131,11,86,129,99,14,44,110,106
True,24,26,136,114,131,2,76,44,86,112,55
False,36,71,114,8,129,9,131,6,106,84,17
False,36,37,106,18,14,88,120,34,21,108,63
True,12,84,59,31,1,121,109,89,5,14,48
False,27,35,10,131,104,112,11,37,25,111,129
True,26,5,71,14,49,40,44,51,82,50,104
True,16,84,2,44,69,20,8,73,93,102,53
True,24,102,42,137,1,68,123,21,94,76,131
True,21,36,7,74,5,41,98,75,104,84,64
False,6,93,114,84,18,53,20,15,64,8,129
False,17,21,86,29,138,19,96,41,36,27,131
False,14,25,22,26,27,104,42,21,85,86,88
True,21,131,84,61,6,137,123,128,136,16,94
False,25,9,42,26,84,19,104,13,14,37,44
True,10,39,105,13,11,19,104,94,63,74,62
False,31,88,8,131,11,98,83,39,108,31,102
True,31,136,91,33,119,11,17,114,96,123,27
True,11,113,42,105,32,5,86,71,48,50,17
True,19,17,67,86,45,49,39,7,25,8,131
True,36,102,74,11,21,107,16,3,29,18,57
True,12,131,126,84,91,70,41,31,42,11,30
True,17,19,93,53,8,62,21,18,106,30,29
True,32,14,80,129,8,68,70,64,131,9,99
False,27,52,71,27,45,53,106,44,104,86,19
True,18,8,57,2,119,13,138,123,60,20,39
True,12,19,44,84,74,105,63,58,56,11,71
False,14,21,32,84,28,13,87,20,95,30,11
True,11,52,60,14,18,101,104,74,86,67,97
True,21,123,81,131,68,35,39,31,14,75,21
True,11,104,131,14,44,83,64,42,37,35,11
False,12,84,108,20,110,44,19,131,50,11,8
False,7,44,59,131,114,85,35,8,5,14,42
False,13,75,84,48,56,131,21,43,57,62,64
True,20,40,72,52,102,87,107,63,13,30,39
True,36,98,37,36,80,131,109,2,53,73,83
True,23,21,123,57,104,53,40,47,67,131,76
False,24,70,119,121,29,25,45,104,31,95,26
False,26,83,104,8,36,123,88,67,131,61,39
True,32,102,21,98,49,83,57,25,2,19,86
False,15,75,50,41,84,60,131,35,51,94,23
True,8,5,81,82,33,70,91,49,69,7,44
True,7,123,26,104,131,32,16,64,91,86,6
False,20,26,87,11,19,41,104,97,21,126,13
True,22,62,2,87,67,49,18,126,6,131,88
False,8,126,63,60,30,19,73,58,25,31,35
True,26,57,42,36,137,31,85,65,10,86,30
False,19,70,5,74,96,50,36,88,119,44,57
True,17,2,20,30,18,14,25,131,62,8,28
False,11,85,26,44,13,39,54,34,71,21,23
False,23,12,114,42,30,7,35,49,98,18,86
False,10,16,26,75,67,131,35,76,31,96,44
False,16,26,70,14,35,42,27,71,113,91,136
False,3,119,21,19,45,63,56,59,42,2,105
True,36,15,3,106,21,131,11,35,10,101,47
True,26,98,10,52,40,26,131,106,71,104,93
False,24,104,96,121,35,131,17,108,94,79,37
True,19,34,59,108,39,14,114,128,96,85,41
False,14,21,35,16,131,67,84,42,31,47,99
True,12,123,97,92,3,41,7,137,95,17,57
False,36,14,52,60,26,1,16,131,37,67,53
False,36,7,44,14,55,88,107,68,77,131,49
False,14,54,14,131,86,80,44,68,26,99,104
True,10,20,71,16,22,6,9,21,2,131,107
True,7,16,83,7,8,94,58,10,99,74,84
False,13,75,22,70,27,84,25,90,137,123,64
True,22,5,13,45,131,21,26,44,59,14,102
True,26,102,21,72,67,23,53,129,106,20,14
False,13,40,49,64,42,131,104,44,35,74,30
True,30,20,107,113,91,34,37,112,66,29,114
True,26,7,6,113,81,22,5,131,98,64,93
True,35,57,93,106,16,123,96,44,25,131,34
True,15,44,119,131,2,17,41,6,62,71,50
True,26,7,83,11,34,39,9,16,128,71,80
False,26,44,85,111,53,71,2,56,82,75,19
False,21,114,30,98,86,17,53,35,83,14,131
False,24,7,86,9,68,46,11,2,27,44,20
True,14,92,21,111,42,71,69,63,59,33,30
True,35,114,131,14,7,94,86,71,25,20,19
False,27,62,7,42,22,74,44,9,60,26,131
True,27,131,123,98,52,9,87,14,31,47,44
True,13,41,26,25,36,57,95,110,91,60,30
True,26,86,4,85,131,63,108,26,41,11,5
True,32,53,111,114,129,44,26,9,97,74,136
True,26,72,107,85,10,14,55,41,34,92,84
False,21,131,14,54,5,36,86,104,56,44,40
False,17,75,55,74,8,81,27,129,6,36,53
False,26,63,84,14,114,49,102,53,19,15,131
False,9,42,89,31,74,105,44,23,112,131,75
True,8,14,131,42,39,104,94,88,109,49,84
False,36,77,67,86,2,105,70,92,137,102,5
True,18,73,42,16,13,11,30,86,25,7,41
True,10,33,36,40,39,93,18,8,53,86,16
True,22,78,39,136,40,53,84,46,20,7,6
False,24,131,14,1,39,20,76,3,110,42,6
False,12,45,104,27,42,102,99,30,25,81,40
True,9,31,121,86,14,6,30,26,78,44,25
True,24,20,63,112,39,114,49,14,74,8,40
False,26,33,26,119,29,63,111,41,74,129,131
True,18,93,45,119,42,76,1,21,108,51,131
False,18,91,102,17,9,1,30,121,8,42,113
True,21,11,102,35,97,42,74,84,106,19,61
True,10,22,98,8,90,31,114,7,14,131,36
False,21,25,88,84,54,128,68,42,137,26,13
True,34,30,104,21,94,57,14,131,74,18,47
False,27,63,64,93,9,113,128,60,11,34,99
False,36,114,64,131,120,29,70,14,19,87,35
True,32,110,70,99,50,39,88,106,2,8,26
False,24,108,44,131,27,52,20,75,80,29,4
True,20,98,93,110,123,20,74,16,1,14,86
True,24,108,68,48,23,53,83,72,96,41,13
True,18,64,51,99,42,53,26,33,69,50,48
False,17,11,49,45,109,57,5,25,107,74,129
False,11,50,14,92,1,40,56,7,101,63,27
True,15,25,40,121,41,42,9,21,62,75,71
False,7,104,131,70,27,13,114,44,5,136,43
False,36,131,138,129,45,5,34,16,123,13,93
True,17,11,121,81,9,16,26,30,76,70,49
False,27,104,43,107,123,54,20,135,25,18,102
True,29,131,8,11,97,64,17,21,137,14,50
True,18,131,70,21,96,14,101,16,137,9,93
False,19,20,48,76,99,91,74,87,81,22,49
True,19,11,70,87,111,23,79,49,41,75,30
True,18,8,7,27,96,51,35,21,2,75,88
True,20,31,17,98,27,72,123,63,131,129,92
True,24,39,131,98,8,27,16,110,93,92,87
True,18,98,64,6,75,35,106,44,16,53,14
True,36,38,35,9,22,34,14,2,52,25,53
True,8,62,67,108,121,102,64,18,25,71,17
False,30,14,13,131,128,18,42,53,91,39,16
False,21,96,22,15,52,123,40,84,42,86,73
True,6,129,14,44,48,35,49,55,32,99,25
True,19,5,14,63,83,36,114,64,71,106,96
True,20,108,119,35,49,101,60,128,67,20,71
True,36,36,97,86,25,34,94,7,13,50,104
True,25,111,131,38,11,70,18,17,53,97,83
False,4,34,99,29,38,46,113,7,14,70,101
False,26,114,67,135,131,102,108,64,43,93,53
True,30,104,21,5,62,11,2,74,50,56,93
True,29,20,131,81,23,75,64,43,14,126,57
True,31,102,30,90,98,42,85,49,21,1,86
False,3,88,42,44,17,53,75,59,26,48,137
True,19,101,94,104,123,74,52,1,36,31,106
False,16,67,84,112,97,7,131,28,61,91,31
False,32,45,10,55,131,13,38,70,31,14,17
True,23,126,14,8,123,47,53,74,37,1,49
True,14,128,26,114,104,32,42,80,30,8,123
True,36,73,39,92,14,4,49,78,119,21,131
True,23,60,131,86,26,44,50,70,91,7,107
True,36,2,53,59,102,123,106,37,93,120,101
True,15,29,27,83,22,35,84,108,112,62,12
True,6,39,64,137,35,48,18,121,104,11,20
True,17,86,99,74,30,18,102,71,53,49,88
False,19,41,14,1,96,31,11,71,131,13,64
True,22,131,21,26,94,74,6,110,104,57,102
False,11,36,44,14,39,131,60,42,52,123,64
True,10,77,5,57,102,101,75,67,4,2,30
False,23,1,111,28,46,57,98,85,25,64,56
True,21,138,99,123,28,36,74,2,57,91,1
True,2,63,6,96,93,101,44,35,14,21,88
False,18,39,44,71,2,37,11,17,26,108,131
True,2,25,87,42,14,74,51,8,35,131,63
True,33,14,36,131,79,25,4,37,97,61,20
False,16,136,16,7,45,93,35,111,11,104,27
False,21,84,81,131,95,52,23,14,1,15,26
True,35,53,14,95,131,59,52,5,29,106,114
False,21,100,8,44,52,96,98,22,94,104,31
True,31,69,35,89,102,131,106,36,11,37,22
False,17,101,14,30,76,48,87,71,138,23,20
False,15,138,112,39,2,86,22,53,102,99,4
True,21,7,25,73,6,102,8,119,9,28,39
True,6,8,104,11,71,91,43,86,35,44,4
True,11,70,26,50,98,14,87,82,64,104,93
True,29,55,87,14,35,93,111,16,43,44,121
True,36,47,131,9,104,64,68,59,44,2,65
True,29,102,5,15,17,94,85,97,126,57,41
True,21,44,98,106,88,26,67,110,45,39,78
False,26,102,26,36,25,15,19,65,35,96,86
False,20,60,45,84,81,64,88,56,25,14,33
True,26,109,131,101,16,99,30,96,89,70,47
False,15,60,120,19,50,44,85,68,23,94,131
True,32,120,55,131,95,71,63,16,14,123,20
True,29,86,1,59,135,131,47,12,102,35,108
True,16,86,105,6,62,2,59,28,131,81,57
True,12,50,14,98,35,131,54,39,2,85,123
False,17,53,108,35,93,88,18,11,5,2,1
False,26,83,44,16,135,21,129,34,75,88,10
True,11,50,104,20,6,39,131,53,21,123,99
True,18,54,108,30,45,36,100,96,106,95,87
True,31,108,73,80,72,57,21,2,27,131,1
False,6,6,26,92,11,42,74,29,27,62,48
True,22,25,91,88,106,98,131,97,1,137,14
True,27,4,73,2,86,71,64,41,101,104,32
True,28,70,34,39,30,20,26,33,93,108,25
True,25,25,42,9,53,34,35,5,98,10,91
True,4,74,87,93,58,49,26,94,11,137,123
False,34,53,11,64,28,8,131,16,21,106,123
False,36,43,92,70,18,120,58,100,16,39,25
True,27,54,80,131,27,98,14,20,86,74,67
False,9,91,26,8,73,39,6,101,85,44,69
True,10,8,28,62,86,40,9,47,87,32,14
False,18,26,5,100,77,63,36,6,44,64,88
False,7,35,16,64,8,7,123,54,85,45,11
True,25,131,6,42,14,39,71,20,70,74,5
True,19,71,106,104,6,131,36,2,84,25,75
False,19,11,53,40,83,114,94,28,68,131,76
False,31,2,26,131,11,10,48,34,96,19,65
False,7,54,29,136,101,59,18,91,50,137,45
True,28,92,39,113,57,42,25,114,136,20,61
False,36,30,86,70,14,129,39,29,49,57,131
True,18,84,48,35,39,92,69,11,71,4,53
True,26,135,82,71,3,28,8,65,67,75,104
False,26,131,102,59,7,8,135,62,30,4,126
True,17,21,20,92,56,14,74,1,2,58,109
True,21,8,62,131,104,25,70,36,83,76,86
True,28,100,11,64,74,2,98,27,70,80,121
True,26,2,91,94,21,30,7,49,41,64,111
False,14,70,74,27,121,2,46,80,71,14,73
True,33,114,34,19,86,3,9,11,8,99,92
False,33,2,1,20,36,35,97,131,102,73,70
True,22,26,108,82,135,60,77,10,14,21,23
False,16,121,75,17,77,49,129,102,64,93,59
False,23,52,123,2,9,33,50,60,30,67,39
True,13,96,91,7,131,6,36,44,33,30,104
False,31,44,25,43,37,84,131,61,10,14,34
True,36,35,40,74,63,2,52,87,96,80,42
True,12,23,53,123,40,49,98,5,62,1,25
False,36,131,31,13,1,2,16,70,123,52,39
True,6,5,51,70,25,92,68,138,101,60,11
True,14,7,90,136,49,109,1,41,123,11,14
True,19,70,11,74,36,30,87,60,35,63,131
True,28,70,131,37,20,114,126,1,2,68,101
False,28,137,106,84,50,64,42,53,21,83,85
True,21,64,79,39,93,104,128,31,56,94,103
True,34,102,51,13,1,20,31,39,131,70,97
True,19,35,105,74,57,62,14,1,113,123,42
True,14,104,105,42,131,56,32,36,2,123,86
False,23,25,70,136,30,55,35,108,44,88,21
False,13,13,123,93,42,26,131,95,91,113,104
False,26,137,18,79,107,89,35,17,42,123,81
True,14,131,2,94,7,90,39,29,112,30,73
True,11,76,86,15,8,37,39,44,31,84,72
False,19,131,26,6,108,14,44,136,22,104,97
False,17,40,128,63,88,95,39,44,21,131,104
True,19,42,26,40,92,107,114,99,131,32,22
True,21,74,41,47,14,97,22,72,56,49,11
False,16,106,37,71,41,29,74,91,136,35,11
True,23,43,8,86,45,31,26,42,123,46,137
True,14,25,37,106,60,131,47,56,42,75,71
False,33,74,23,131,28,93,111,10,16,3,7
True,13,88,63,11,47,75,71,40,131,67,136
True,14,63,11,70,56,28,53,96,14,44,98
True,36,16,79,53,103,44,104,84,131,57,41
True,16,63,135,113,84,59,100,129,74,10,131
False,11,104,131,1,90,35,84,57,92,42,7
False,8,4,131,106,2,34,102,86,25,51,11
False,32,104,26,74,14,8,36,46,79,44,131
True,36,135,30,108,13,4,76,97,62,11,136
False,33,49,50,131,20,88,12,22,136,92,86
False,14,84,101,36,44,28,39,71,104,86,63
True,6,7,81,17,114,101,104,131,21,56,123
True,11,98,64,84,131,70,88,1,3,104,83
False,27,84,110,79,86,94,26,14,21,49,70
False,36,25,21,34,137,9,96,131,61,123,49
True,11,5,131,8,28,73,77,32,86,107,44
True,26,16,74,94,50,64,39,101,31,42,67
False,16,1,51,2,25,40,11,29,17,50,86
False,6,26,121,71,63,93,30,105,135,44,14
True,17,9,98,72,13,84,1,36,39,123,14
False,3,34,99,29,23,83,113,136,95,70,131
False,29,44,35,30,135,28,52,31,53,126,137
True,29,26,8,80,135,14,18,30,86,47,76
True,32,60,74,73,64,27,86,44,77,16,95
True,31,10,14,110,25,64,19,86,47,9,16
False,27,52,42,21,131,22,68,53,59,46,11
False,4,99,11,31,1,50,54,131,101,17,93
True,18,71,123,25,136,11,59,43,44,64,131
True,17,136,28,97,49,34,77,2,86,31,8
True,31,75,80,54,135,131,7,88,106,94,20
True,22,30,114,7,53,13,104,6,137,101,112
True,12,29,26,93,73,49,20,71,94,22,14
True,22,11,98,10,110,89,36,14,72,128,71
False,9,44,26,53,17,136,107,8,84,39,99
True,36,25,2,37,61,51,18,111,9,15,19
True,16,35,28,8,71,84,12,73,44,75,41
True,36,39,131,34,93,57,10,26,7,11,21
False,34,10,126,131,129,5,13,120,44,102,51
True,12,80,7,86,39,48,9,47,44,71,37
True,13,7,35,2,121,136,47,1,12,114,5
False,17,55,54,34,21,71,23,25,11,107,17
False,23,35,100,55,6,22,44,21,71,57,80
True,11,62,106,44,2,58,123,63,60,77,35
True,8,53,25,49,94,64,9,21,81,68,40
True,6,17,67,104,84,14,49,119,8,25,90
False,13,26,119,42,11,57,40,33,21,8,77
False,26,131,79,104,114,47,35,36,102,32,22
False,36,13,129,87,57,114,19,25,131,16,26
False,14,25,49,71,93,26,35,58,62,128,131
True,15,29,87,131,36,8,102,76,18,86,2
False,12,25,71,7,114,123,108,30,53,75,8
True,33,27,131,21,103,77,87,8,40,39,2
True,30,76,30,8,75,71,97,94,106,131,98
True,26,19,83,7,2,8,50,128,93,29,75
True,17,50,2,128,25,18,39,47,28,136,75
True,19,83,131,22,98,8,26,30,44,9,63
True,21,28,14,15,10,131,86,71,21,6,40
True,36,14,131,42,58,62,44,46,16,34,88
False,18,44,101,98,64,26,9,51,102,22,36
False,20,53,91,106,131,137,14,5,98,64,67
True,8,56,42,72,27,63,81,30,8,53,87
True,22,108,59,45,37,8,71,28,49,84,76
True,36,19,58,92,106,56,7,79,131,69,44
False,36,131,66,39,69,21,16,30,44,76,62
False,13,87,51,93,75,96,50,63,38,76,131
True,14,113,33,88,39,129,84,77,92,14,15
True,27,14,26,126,104,138,30,50,49,131,99
False,27,62,27,17,25,2,42,40,60,88,106
True,29,71,54,39,42,30,5,44,14,36,23
False,12,26,102,36,6,69,128,21,62,85,84
False,19,136,11,41,65,26,27,44,35,77,74
True,11,26,25,94,14,105,35,96,11,73,1
True,21,74,17,16,64,6,7,48,10,131,102
True,19,8,74,57,27,64,42,75,2,71,126
False,24,131,96,37,105,1,8,123,135,25,10
True,10,44,26,1,9,92,32,71,36,108,93
False,13,9,106,107,25,26,2,84,86,48,54
True,20,131,106,53,86,67,9,74,6,26,71
True,28,63,97,22,10,46,50,59,71,131,57
True,12,42,71,123,6,30,1,48,81,102,14
True,21,74,11,57,14,56,101,2,68,21,89
False,36,131,13,10,73,65,79,138,83,9,25
True,24,48,87,84,76,42,11,111,60,63,34
True,7,109,102,14,106,36,74,58,98,20,70
True,9,48,57,114,131,16,63,25,96,113,14
False,24,74,64,87,81,25,21,19,37,23,8
False,21,3,8,96,25,35,7,13,131,94,49
False,21,46,111,39,42,50,131,23,70,86,5
False,16,114,131,81,73,50,61,87,135,1,14
False,20,88,53,71,96,21,48,5,104,17,26
True,36,57,119,13,98,53,131,137,39,93,68
False,36,121,86,81,57,96,108,110,136,91,106
True,25,8,28,86,106,128,64,75,14,42,104
True,22,35,47,62,101,106,84,64,2,15,9
True,19,91,77,108,70,53,17,86,26,138,104
True,16,25,49,102,131,4,31,96,74,42,30
True,19,71,49,14,68,63,73,16,114,25,26
False,3,7,12,26,11,20,8,64,111,80,72
True,21,83,35,23,86,74,31,40,53,44,71
True,36,131,95,20,88,106,54,53,14,120,83
False,21,15,29,71,114,131,20,102,7,97,22
True,22,8,22,14,86,99,40,93,126,110,2
True,31,31,41,14,47,15,2,36,131,111,1
False,12,7,9,35,71,70,131,80,62,67,11
True,24,136,7,6,104,14,57,110,61,44,131
True,36,7,102,131,52,21,9,60,136,34,36
False,17,114,4,126,86,37,22,8,110,2,50
False,14,36,1,102,114,53,40,85,74,44,42
True,33,21,88,53,30,42,31,11,25,87,98
True,13,15,17,5,2,30,56,129,4,123,131
True,21,96,55,114,39,136,25,35,48,137,13
True,18,35,14,49,10,64,50,21,4,104,73
True,29,138,106,16,119,49,95,51,14,129,93
False,26,49,15,86,62,28,82,80,21,40,64
False,21,93,98,26,101,7,39,131,86,44,18
False,36,39,51,112,49,42,63,58,85,99,110
False,6,93,72,47,67,88,137,84,31,14,102
True,7,131,109,99,61,14,32,84,42,86,41
True,36,21,73,57,40,137,11,131,29,86,41
False,26,39,29,84,8,7,93,40,99,94,131
True,18,95,131,74,29,84,86,110,19,25,59
